Commodity Code,Commodity Name,State Code,State Name,State Abbreviation,County Code,County Name,Irrigation Practice Code,Irrigation Practice Name,Yield Year,Yield Amount
0041, Corn, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2018, 202.00
0041, Corn, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2019, 175.90
0041, Corn, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2020, 186.20
0041, Corn, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2021, 167.30
0041, Corn, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2022, 207.40
0041, Corn, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2023, 194.80
0041, Corn, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2024, 209.10
0041, Corn, 17, Illinois, IL, 011, Bureau, 003, Non-Irrigated, 2016, 223.50
0041, Corn, 17, Illinois, IL, 011, Bureau, 003, Non-Irrigated, 2017, 234.80
0041, Corn, 17, Illinois, IL, 011, Bureau, 003, Non-Irrigated, 2018, 224.30
0041, Corn, 17, Illinois, IL, 011, Bureau, 003, Non-Irrigated, 2019, 187.60
0041, Corn, 17, Illinois, IL, 011, Bureau, 003, Non-Irrigated, 2020, 205.40
0041, Corn, 17, Illinois, IL, 011, Bureau, 003, Non-Irrigated, 2021, 207.60
0041, Corn, 17, Illinois, IL, 011, Bureau, 003, Non-Irrigated, 2022, 237.20
0041, Corn, 17, Illinois, IL, 011, Bureau, 003, Non-Irrigated, 2023, 228.30
0041, Corn, 17, Illinois, IL, 011, Bureau, 003, Non-Irrigated, 2024, 250.40
0041, Corn, 17, Illinois, IL, 013, Calhoun, 003, Non-Irrigated, 2016, 157.90
0041, Corn, 17, Illinois, IL, 013, Calhoun, 003, Non-Irrigated, 2017, 165.30
0041, Corn, 17, Illinois, IL, 013, Calhoun, 003, Non-Irrigated, 2018, 165.00
0041, Corn, 17, Illinois, IL, 013, Calhoun, 003, Non-Irrigated, 2019, 164.70
0041, Corn, 17, Illinois, IL, 013, Calhoun, 003, Non-Irrigated, 2020, 161.90
0041, Corn, 17, Illinois, IL, 013, Calhoun, 003, Non-Irrigated, 2021, 163.20
0041, Corn, 17, Illinois, IL, 013, Calhoun, 003, Non-Irrigated, 2022, 177.00
0041, Corn, 17, Illinois, IL, 013, Calhoun, 003, Non-Irrigated, 2023, 187.20
0041, Corn, 17, Illinois, IL, 013, Calhoun, 003, Non-Irrigated, 2024, 183.50
0041, Corn, 17, Illinois, IL, 015, Carroll, 003, Non-Irrigated, 2016, 236.30
0041, Corn, 17, Illinois, IL, 015, Carroll, 003, Non-Irrigated, 2017, 235.00
0041, Corn, 17, Illinois, IL, 015, Carroll, 003, Non-Irrigated, 2018, 224.70
0041, Corn, 17, Illinois, IL, 015, Carroll, 003, Non-Irrigated, 2019, 212.40
0041, Corn, 17, Illinois, IL, 015, Carroll, 003, Non-Irrigated, 2020, 205.80
0041, Corn, 17, Illinois, IL, 015, Carroll, 003, Non-Irrigated, 2021, 214.80
0041, Corn, 17, Illinois, IL, 015, Carroll, 003, Non-Irrigated, 2022, 239.10
0041, Corn, 17, Illinois, IL, 015, Carroll, 003, Non-Irrigated, 2023, 239.80
0041, Corn, 17, Illinois, IL, 015, Carroll, 003, Non-Irrigated, 2024, 250.70
0041, Corn, 17, Illinois, IL, 017, Cass, 002, Irrigated, 2016, 220.70
0041, Corn, 17, Illinois, IL, 017, Cass, 002, Irrigated, 2017, 217.60
0041, Corn, 17, Illinois, IL, 017, Cass, 002, Irrigated, 2018, 236.70
0041, Corn, 17, Illinois, IL, 017, Cass, 002, Irrigated, 2019, 207.10
0041, Corn, 17, Illinois, IL, 017, Cass, 002, Irrigated, 2020, 219.10
0041, Corn, 17, Illinois, IL, 017, Cass, 002, Irrigated, 2021, 207.80
0041, Corn, 17, Illinois, IL, 017, Cass, 002, Irrigated, 2022, 229.00
0041, Corn, 17, Illinois, IL, 017, Cass, 002, Irrigated, 2023, 223.90
0041, Corn, 17, Illinois, IL, 017, Cass, 002, Irrigated, 2024, 238.00
0041, Corn, 17, Illinois, IL, 017, Cass, 003, Non-Irrigated, 2016, 208.90
0041, Corn, 17, Illinois, IL, 017, Cass, 003, Non-Irrigated, 2017, 202.50
0041, Corn, 17, Illinois, IL, 017, Cass, 003, Non-Irrigated, 2018, 232.80
0041, Corn, 17, Illinois, IL, 017, Cass, 003, Non-Irrigated, 2019, 207.90
0041, Corn, 17, Illinois, IL, 017, Cass, 003, Non-Irrigated, 2020, 216.30
0041, Corn, 17, Illinois, IL, 017, Cass, 003, Non-Irrigated, 2021, 208.30
0041, Corn, 17, Illinois, IL, 017, Cass, 003, Non-Irrigated, 2022, 226.30
0041, Corn, 17, Illinois, IL, 017, Cass, 003, Non-Irrigated, 2023, 210.90
0041, Corn, 17, Illinois, IL, 017, Cass, 003, Non-Irrigated, 2024, 233.00
0041, Corn, 17, Illinois, IL, 019, Champaign, 003, Non-Irrigated, 2016, 224.20
0041, Corn, 17, Illinois, IL, 019, Champaign, 003, Non-Irrigated, 2017, 213.70
0041, Corn, 17, Illinois, IL, 019, Champaign, 003, Non-Irrigated, 2018, 235.50
0041, Corn, 17, Illinois, IL, 019, Champaign, 003, Non-Irrigated, 2019, 191.80
0041, Corn, 17, Illinois, IL, 019, Champaign, 003, Non-Irrigated, 2020, 204.40
0041, Corn, 17, Illinois, IL, 019, Champaign, 003, Non-Irrigated, 2021, 228.30
0041, Corn, 17, Illinois, IL, 019, Champaign, 003, Non-Irrigated, 2022, 224.10
0041, Corn, 17, Illinois, IL, 019, Champaign, 003, Non-Irrigated, 2023, 222.90
0041, Corn, 17, Illinois, IL, 019, Champaign, 003, Non-Irrigated, 2024, 240.30
0041, Corn, 17, Illinois, IL, 021, Christian, 003, Non-Irrigated, 2016, 222.00
0041, Corn, 17, Illinois, IL, 021, Christian, 003, Non-Irrigated, 2017, 220.10
0041, Corn, 17, Illinois, IL, 021, Christian, 003, Non-Irrigated, 2018, 238.20
0041, Corn, 17, Illinois, IL, 021, Christian, 003, Non-Irrigated, 2019, 202.40
0041, Corn, 17, Illinois, IL, 021, Christian, 003, Non-Irrigated, 2020, 211.40
0041, Corn, 17, Illinois, IL, 021, Christian, 003, Non-Irrigated, 2021, 232.00
0041, Corn, 17, Illinois, IL, 021, Christian, 003, Non-Irrigated, 2022, 239.60
0041, Corn, 17, Illinois, IL, 021, Christian, 003, Non-Irrigated, 2023, 226.70
0041, Corn, 17, Illinois, IL, 021, Christian, 003, Non-Irrigated, 2024, 240.30
0041, Corn, 17, Illinois, IL, 023, Clark, 003, Non-Irrigated, 2016, 183.00
0041, Corn, 17, Illinois, IL, 023, Clark, 003, Non-Irrigated, 2017, 193.90
0041, Corn, 17, Illinois, IL, 023, Clark, 003, Non-Irrigated, 2018, 212.50
0041, Corn, 17, Illinois, IL, 023, Clark, 003, Non-Irrigated, 2019, 170.80
0041, Corn, 17, Illinois, IL, 023, Clark, 003, Non-Irrigated, 2020, 193.00
0041, Corn, 17, Illinois, IL, 023, Clark, 003, Non-Irrigated, 2021, 214.30
0041, Corn, 17, Illinois, IL, 023, Clark, 003, Non-Irrigated, 2022, 218.60
0041, Corn, 17, Illinois, IL, 023, Clark, 003, Non-Irrigated, 2023, 207.60
0041, Corn, 17, Illinois, IL, 023, Clark, 003, Non-Irrigated, 2024, 215.70
0041, Corn, 17, Illinois, IL, 025, Clay, 003, Non-Irrigated, 2016, 158.60
0041, Corn, 17, Illinois, IL, 025, Clay, 003, Non-Irrigated, 2017, 112.20
0041, Corn, 17, Illinois, IL, 025, Clay, 003, Non-Irrigated, 2018, 187.40
0041, Corn, 17, Illinois, IL, 025, Clay, 003, Non-Irrigated, 2019, 142.20
0041, Corn, 17, Illinois, IL, 025, Clay, 003, Non-Irrigated, 2020, 178.70
0041, Corn, 17, Illinois, IL, 025, Clay, 003, Non-Irrigated, 2021, 210.60
0041, Corn, 17, Illinois, IL, 025, Clay, 003, Non-Irrigated, 2022, 199.30
0041, Corn, 17, Illinois, IL, 025, Clay, 003, Non-Irrigated, 2023, 168.10
0041, Corn, 17, Illinois, IL, 025, Clay, 003, Non-Irrigated, 2024, 174.70
0041, Corn, 17, Illinois, IL, 027, Clinton, 003, Non-Irrigated, 2016, 156.50
0041, Corn, 17, Illinois, IL, 027, Clinton, 003, Non-Irrigated, 2017, 155.00
0041, Corn, 17, Illinois, IL, 027, Clinton, 003, Non-Irrigated, 2018, 197.70
0041, Corn, 17, Illinois, IL, 027, Clinton, 003, Non-Irrigated, 2019, 191.40
0041, Corn, 17, Illinois, IL, 027, Clinton, 003, Non-Irrigated, 2020, 189.80
0041, Corn, 17, Illinois, IL, 027, Clinton, 003, Non-Irrigated, 2021, 227.30
0041, Corn, 17, Illinois, IL, 027, Clinton, 003, Non-Irrigated, 2022, 207.00
0041, Corn, 17, Illinois, IL, 027, Clinton, 003, Non-Irrigated, 2023, 180.00
0041, Corn, 17, Illinois, IL, 027, Clinton, 003, Non-Irrigated, 2024, 200.80
0041, Corn, 17, Illinois, IL, 029, Coles, 003, Non-Irrigated, 2016, 204.20
0041, Corn, 17, Illinois, IL, 029, Coles, 003, Non-Irrigated, 2017, 213.60
0041, Corn, 17, Illinois, IL, 029, Coles, 003, Non-Irrigated, 2018, 233.60
0041, Corn, 17, Illinois, IL, 029, Coles, 003, Non-Irrigated, 2019, 186.30
0041, Corn, 17, Illinois, IL, 029, Coles, 003, Non-Irrigated, 2020, 207.80
0041, Corn, 17, Illinois, IL, 029, Coles, 003, Non-Irrigated, 2021, 224.60
0041, Corn, 17, Illinois, IL, 029, Coles, 003, Non-Irrigated, 2022, 229.70
0041, Corn, 17, Illinois, IL, 029, Coles, 003, Non-Irrigated, 2023, 223.50
0041, Corn, 17, Illinois, IL, 029, Coles, 003, Non-Irrigated, 2024, 232.70
0041, Corn, 17, Illinois, IL, 033, Crawford, 003, Non-Irrigated, 2016, 162.90
0041, Corn, 17, Illinois, IL, 033, Crawford, 003, Non-Irrigated, 2017, 174.80
0041, Corn, 17, Illinois, IL, 033, Crawford, 003, Non-Irrigated, 2018, 186.20
0041, Corn, 17, Illinois, IL, 033, Crawford, 003, Non-Irrigated, 2019, 160.10
0041, Corn, 17, Illinois, IL, 033, Crawford, 003, Non-Irrigated, 2020, 180.60
0041, Corn, 17, Illinois, IL, 033, Crawford, 003, Non-Irrigated, 2021, 208.00
0041, Corn, 17, Illinois, IL, 033, Crawford, 003, Non-Irrigated, 2022, 204.80
0041, Corn, 17, Illinois, IL, 033, Crawford, 003, Non-Irrigated, 2023, 195.70
0041, Corn, 17, Illinois, IL, 033, Crawford, 003, Non-Irrigated, 2024, 193.00
0041, Corn, 17, Illinois, IL, 035, Cumberland, 003, Non-Irrigated, 2016, 182.80
0041, Corn, 17, Illinois, IL, 035, Cumberland, 003, Non-Irrigated, 2017, 185.80
0041, Corn, 17, Illinois, IL, 035, Cumberland, 003, Non-Irrigated, 2018, 220.30
0041, Corn, 17, Illinois, IL, 035, Cumberland, 003, Non-Irrigated, 2019, 169.10
0041, Corn, 17, Illinois, IL, 035, Cumberland, 003, Non-Irrigated, 2020, 189.60
0041, Corn, 17, Illinois, IL, 035, Cumberland, 003, Non-Irrigated, 2021, 218.80
0041, Corn, 17, Illinois, IL, 035, Cumberland, 003, Non-Irrigated, 2022, 227.00
0041, Corn, 17, Illinois, IL, 035, Cumberland, 003, Non-Irrigated, 2023, 211.40
0041, Corn, 17, Illinois, IL, 035, Cumberland, 003, Non-Irrigated, 2024, 231.40
0041, Corn, 17, Illinois, IL, 037, DeKalb, 003, Non-Irrigated, 2016, 223.20
0041, Corn, 17, Illinois, IL, 037, DeKalb, 003, Non-Irrigated, 2017, 191.30
0041, Corn, 17, Illinois, IL, 037, DeKalb, 003, Non-Irrigated, 2018, 201.70
0041, Corn, 17, Illinois, IL, 037, DeKalb, 003, Non-Irrigated, 2019, 187.10
0041, Corn, 17, Illinois, IL, 037, DeKalb, 003, Non-Irrigated, 2020, 189.20
0041, Corn, 17, Illinois, IL, 037, DeKalb, 003, Non-Irrigated, 2021, 214.70
0041, Corn, 17, Illinois, IL, 037, DeKalb, 003, Non-Irrigated, 2022, 229.30
0041, Corn, 17, Illinois, IL, 037, DeKalb, 003, Non-Irrigated, 2023, 230.00
0041, Corn, 17, Illinois, IL, 037, DeKalb, 003, Non-Irrigated, 2024, 234.90
0041, Corn, 17, Illinois, IL, 039, De Witt, 003, Non-Irrigated, 2016, 224.80
0041, Corn, 17, Illinois, IL, 039, De Witt, 003, Non-Irrigated, 2017, 216.90
0041, Corn, 17, Illinois, IL, 039, De Witt, 003, Non-Irrigated, 2018, 246.70
0041, Corn, 17, Illinois, IL, 039, De Witt, 003, Non-Irrigated, 2019, 222.30
0041, Corn, 17, Illinois, IL, 039, De Witt, 003, Non-Irrigated, 2020, 214.40
0041, Corn, 17, Illinois, IL, 039, De Witt, 003, Non-Irrigated, 2021, 214.90
0041, Corn, 17, Illinois, IL, 039, De Witt, 003, Non-Irrigated, 2022, 240.90
0041, Corn, 17, Illinois, IL, 039, De Witt, 003, Non-Irrigated, 2023, 234.60
0041, Corn, 17, Illinois, IL, 039, De Witt, 003, Non-Irrigated, 2024, 250.70
0041, Corn, 17, Illinois, IL, 041, Douglas, 003, Non-Irrigated, 2016, 221.90
0041, Corn, 17, Illinois, IL, 041, Douglas, 003, Non-Irrigated, 2017, 212.70
0041, Corn, 17, Illinois, IL, 041, Douglas, 003, Non-Irrigated, 2018, 231.80
0041, Corn, 17, Illinois, IL, 041, Douglas, 003, Non-Irrigated, 2019, 201.10
0041, Corn, 17, Illinois, IL, 041, Douglas, 003, Non-Irrigated, 2020, 208.80
0041, Corn, 17, Illinois, IL, 041, Douglas, 003, Non-Irrigated, 2021, 224.00
0041, Corn, 17, Illinois, IL, 041, Douglas, 003, Non-Irrigated, 2022, 220.00
0041, Corn, 17, Illinois, IL, 041, Douglas, 003, Non-Irrigated, 2023, 225.60
0041, Corn, 17, Illinois, IL, 041, Douglas, 003, Non-Irrigated, 2024, 234.70
0041, Corn, 17, Illinois, IL, 045, Edgar, 003, Non-Irrigated, 2016, 200.00
0041, Corn, 17, Illinois, IL, 045, Edgar, 003, Non-Irrigated, 2017, 208.80
0041, Corn, 17, Illinois, IL, 045, Edgar, 003, Non-Irrigated, 2018, 217.90
0041, Corn, 17, Illinois, IL, 045, Edgar, 003, Non-Irrigated, 2019, 195.50
0041, Corn, 17, Illinois, IL, 045, Edgar, 003, Non-Irrigated, 2020, 202.20
0041, Corn, 17, Illinois, IL, 045, Edgar, 003, Non-Irrigated, 2021, 207.90
0041, Corn, 17, Illinois, IL, 045, Edgar, 003, Non-Irrigated, 2022, 222.10
0041, Corn, 17, Illinois, IL, 045, Edgar, 003, Non-Irrigated, 2023, 224.10
0041, Corn, 17, Illinois, IL, 045, Edgar, 003, Non-Irrigated, 2024, 228.40
0041, Corn, 17, Illinois, IL, 047, Edwards, 003, Non-Irrigated, 2016, 133.70
0041, Corn, 17, Illinois, IL, 047, Edwards, 003, Non-Irrigated, 2017, 170.50
0041, Corn, 17, Illinois, IL, 047, Edwards, 003, Non-Irrigated, 2018, 148.20
0041, Corn, 17, Illinois, IL, 047, Edwards, 003, Non-Irrigated, 2019, 141.10
0041, Corn, 17, Illinois, IL, 047, Edwards, 003, Non-Irrigated, 2020, 170.60
0041, Corn, 17, Illinois, IL, 047, Edwards, 003, Non-Irrigated, 2021, 181.00
0041, Corn, 17, Illinois, IL, 047, Edwards, 003, Non-Irrigated, 2022, 178.50
0041, Corn, 17, Illinois, IL, 047, Edwards, 003, Non-Irrigated, 2023, 177.30
0041, Corn, 17, Illinois, IL, 047, Edwards, 003, Non-Irrigated, 2024, 179.60
0041, Corn, 17, Illinois, IL, 049, Effingham, 003, Non-Irrigated, 2016, 172.30
0041, Corn, 17, Illinois, IL, 049, Effingham, 003, Non-Irrigated, 2017, 169.50
0041, Corn, 17, Illinois, IL, 049, Effingham, 003, Non-Irrigated, 2018, 223.50
0041, Corn, 17, Illinois, IL, 049, Effingham, 003, Non-Irrigated, 2019, 181.00
0041, Corn, 17, Illinois, IL, 049, Effingham, 003, Non-Irrigated, 2020, 198.50
0041, Corn, 17, Illinois, IL, 049, Effingham, 003, Non-Irrigated, 2021, 211.70
0041, Corn, 17, Illinois, IL, 049, Effingham, 003, Non-Irrigated, 2022, 222.10
0041, Corn, 17, Illinois, IL, 049, Effingham, 003, Non-Irrigated, 2023, 184.70
0041, Corn, 17, Illinois, IL, 049, Effingham, 003, Non-Irrigated, 2024, 212.70
0041, Corn, 17, Illinois, IL, 051, Fayette, 003, Non-Irrigated, 2016, 164.30
0041, Corn, 17, Illinois, IL, 051, Fayette, 003, Non-Irrigated, 2017, 170.90
0041, Corn, 17, Illinois, IL, 051, Fayette, 003, Non-Irrigated, 2018, 208.30
0041, Corn, 17, Illinois, IL, 051, Fayette, 003, Non-Irrigated, 2019, 176.90
0041, Corn, 17, Illinois, IL, 051, Fayette, 003, Non-Irrigated, 2020, 186.40
0041, Corn, 17, Illinois, IL, 051, Fayette, 003, Non-Irrigated, 2021, 211.90
0041, Corn, 17, Illinois, IL, 051, Fayette, 003, Non-Irrigated, 2022, 207.80
0041, Corn, 17, Illinois, IL, 051, Fayette, 003, Non-Irrigated, 2023, 162.00
0041, Corn, 17, Illinois, IL, 051, Fayette, 003, Non-Irrigated, 2024, 196.30
0041, Corn, 17, Illinois, IL, 053, Ford, 003, Non-Irrigated, 2016, 215.20
0041, Corn, 17, Illinois, IL, 053, Ford, 003, Non-Irrigated, 2017, 212.10
0041, Corn, 17, Illinois, IL, 053, Ford, 003, Non-Irrigated, 2018, 198.90
0041, Corn, 17, Illinois, IL, 053, Ford, 003, Non-Irrigated, 2019, 173.20
0041, Corn, 17, Illinois, IL, 053, Ford, 003, Non-Irrigated, 2020, 194.90
0041, Corn, 17, Illinois, IL, 053, Ford, 003, Non-Irrigated, 2021, 201.00
0041, Corn, 17, Illinois, IL, 053, Ford, 003, Non-Irrigated, 2022, 224.10
0041, Corn, 17, Illinois, IL, 053, Ford, 003, Non-Irrigated, 2023, 221.50
0041, Corn, 17, Illinois, IL, 053, Ford, 003, Non-Irrigated, 2024, 226.50
0041, Corn, 17, Illinois, IL, 055, Franklin, 003, Non-Irrigated, 2016, 109.30
0041, Corn, 17, Illinois, IL, 055, Franklin, 003, Non-Irrigated, 2017, 154.60
0041, Corn, 17, Illinois, IL, 055, Franklin, 003, Non-Irrigated, 2018, 151.80
0041, Corn, 17, Illinois, IL, 055, Franklin, 003, Non-Irrigated, 2019, 142.30
0041, Corn, 17, Illinois, IL, 055, Franklin, 003, Non-Irrigated, 2020, 164.40
0041, Corn, 17, Illinois, IL, 055, Franklin, 003, Non-Irrigated, 2021, 176.10
0041, Corn, 17, Illinois, IL, 055, Franklin, 003, Non-Irrigated, 2022, 172.40
0041, Corn, 17, Illinois, IL, 055, Franklin, 003, Non-Irrigated, 2023, 180.70
0041, Corn, 17, Illinois, IL, 055, Franklin, 003, Non-Irrigated, 2024, 160.50
0041, Corn, 17, Illinois, IL, 057, Fulton, 003, Non-Irrigated, 2016, 213.70
0041, Corn, 17, Illinois, IL, 057, Fulton, 003, Non-Irrigated, 2017, 210.60
0041, Corn, 17, Illinois, IL, 057, Fulton, 003, Non-Irrigated, 2018, 221.50
0041, Corn, 17, Illinois, IL, 057, Fulton, 003, Non-Irrigated, 2019, 174.50
0041, Corn, 17, Illinois, IL, 057, Fulton, 003, Non-Irrigated, 2020, 194.10
0041, Corn, 17, Illinois, IL, 057, Fulton, 003, Non-Irrigated, 2021, 189.20
0041, Corn, 17, Illinois, IL, 057, Fulton, 003, Non-Irrigated, 2022, 218.40
0041, Corn, 17, Illinois, IL, 057, Fulton, 003, Non-Irrigated, 2023, 202.70
0041, Corn, 17, Illinois, IL, 057, Fulton, 003, Non-Irrigated, 2024, 227.40
0041, Corn, 17, Illinois, IL, 059, Gallatin, 002, Irrigated, 2016, 156.80
0041, Corn, 17, Illinois, IL, 059, Gallatin, 002, Irrigated, 2017, 203.80
0041, Corn, 17, Illinois, IL, 059, Gallatin, 002, Irrigated, 2018, 179.70
0041, Corn, 17, Illinois, IL, 059, Gallatin, 002, Irrigated, 2019, 118.00
0041, Corn, 17, Illinois, IL, 059, Gallatin, 002, Irrigated, 2020, 185.90
0041, Corn, 17, Illinois, IL, 059, Gallatin, 002, Irrigated, 2021, 227.40
0041, Corn, 17, Illinois, IL, 059, Gallatin, 002, Irrigated, 2022, 201.00
0041, Corn, 17, Illinois, IL, 059, Gallatin, 002, Irrigated, 2023, 214.50
0041, Corn, 17, Illinois, IL, 059, Gallatin, 002, Irrigated, 2024, 210.20
0041, Corn, 17, Illinois, IL, 059, Gallatin, 003, Non-Irrigated, 2016, 156.10
0041, Corn, 17, Illinois, IL, 059, Gallatin, 003, Non-Irrigated, 2017, 191.00
0041, Corn, 17, Illinois, IL, 059, Gallatin, 003, Non-Irrigated, 2018, 169.90
0041, Corn, 17, Illinois, IL, 059, Gallatin, 003, Non-Irrigated, 2019, 181.20
0041, Corn, 17, Illinois, IL, 059, Gallatin, 003, Non-Irrigated, 2020, 195.40
0041, Corn, 17, Illinois, IL, 059, Gallatin, 003, Non-Irrigated, 2021, 210.00
0041, Corn, 17, Illinois, IL, 059, Gallatin, 003, Non-Irrigated, 2022, 187.00
0041, Corn, 17, Illinois, IL, 059, Gallatin, 003, Non-Irrigated, 2023, 179.60
0041, Corn, 17, Illinois, IL, 059, Gallatin, 003, Non-Irrigated, 2024, 193.40
0041, Corn, 17, Illinois, IL, 061, Greene, 003, Non-Irrigated, 2016, 196.60
0041, Corn, 17, Illinois, IL, 061, Greene, 003, Non-Irrigated, 2017, 196.50
0041, Corn, 17, Illinois, IL, 061, Greene, 003, Non-Irrigated, 2018, 197.60
0041, Corn, 17, Illinois, IL, 061, Greene, 003, Non-Irrigated, 2019, 190.70
0041, Corn, 17, Illinois, IL, 061, Greene, 003, Non-Irrigated, 2020, 198.70
0041, Corn, 17, Illinois, IL, 061, Greene, 003, Non-Irrigated, 2021, 175.20
0041, Corn, 17, Illinois, IL, 061, Greene, 003, Non-Irrigated, 2022, 204.20
0041, Corn, 17, Illinois, IL, 061, Greene, 003, Non-Irrigated, 2023, 210.30
0041, Corn, 17, Illinois, IL, 061, Greene, 003, Non-Irrigated, 2024, 213.90
0041, Corn, 17, Illinois, IL, 063, Grundy, 003, Non-Irrigated, 2016, 215.60
0041, Corn, 17, Illinois, IL, 063, Grundy, 003, Non-Irrigated, 2017, 218.30
0041, Corn, 17, Illinois, IL, 063, Grundy, 003, Non-Irrigated, 2018, 209.70
0041, Corn, 17, Illinois, IL, 063, Grundy, 003, Non-Irrigated, 2019, 182.50
0041, Corn, 17, Illinois, IL, 063, Grundy, 003, Non-Irrigated, 2020, 189.90
0041, Corn, 17, Illinois, IL, 063, Grundy, 003, Non-Irrigated, 2021, 207.50
0041, Corn, 17, Illinois, IL, 063, Grundy, 003, Non-Irrigated, 2022, 227.00
0041, Corn, 17, Illinois, IL, 063, Grundy, 003, Non-Irrigated, 2023, 222.20
0041, Corn, 17, Illinois, IL, 063, Grundy, 003, Non-Irrigated, 2024, 223.50
0041, Corn, 17, Illinois, IL, 065, Hamilton, 003, Non-Irrigated, 2016, 118.80
0041, Corn, 17, Illinois, IL, 065, Hamilton, 003, Non-Irrigated, 2017, 175.20
0041, Corn, 17, Illinois, IL, 065, Hamilton, 003, Non-Irrigated, 2018, 165.30
0041, Corn, 17, Illinois, IL, 065, Hamilton, 003, Non-Irrigated, 2019, 162.50
0041, Corn, 17, Illinois, IL, 065, Hamilton, 003, Non-Irrigated, 2020, 176.10
0041, Corn, 17, Illinois, IL, 065, Hamilton, 003, Non-Irrigated, 2021, 188.80
0041, Corn, 17, Illinois, IL, 065, Hamilton, 003, Non-Irrigated, 2022, 184.00
0041, Corn, 17, Illinois, IL, 065, Hamilton, 003, Non-Irrigated, 2023, 172.50
0041, Corn, 17, Illinois, IL, 065, Hamilton, 003, Non-Irrigated, 2024, 184.50
